"เก้า","เก้า"
"สิบ","สิบ"
"สิบเอ็ด","สิบเอ็ด"
"สิบสอง","สิบสอง"
"สิบสาม","สิบสาม"
"สิบสี่","สิบสี่"
"สิบห้า","สิบห้า"
"สิบหก","สิบหก"
"สิบเจ็ด","สิบเจ็ด"
"สิบแปด","สิบแปด"
"สิบเก้า","สิบเก้า"
"ยี่สิบ","ยี่สิบ"
"ปากกา","ปากกา"
"ดินสอ","ดินสอ"
"สมุดบันทึก","สมุดบันทึก"
"ไม้บรรทัด","ไม้บรรทัด"
"ดินสอสี","ดินสอสี"
"กรรไกร","กรรไกร"
"ยางลบ","ยางลบ"
"มีดคัตเตอร์","มีดคัตเตอร์"
"พจนานุกรม","พจนานุกรม"
"หนังสือเรียน","หนังสือเรียน"
"กระดาษสี","กระดาษสี"
"สมุดทํางาน","สมุดทํางาน"
"สมุดวาดภาพ","สมุดวาดภาพ"
"กบเหลาดินสอ","กบเหลาดินสอ"
"กาวแท่ง","กาวแท่ง"
"เครื่องคิดเลข","เครื่องคิดเลข"
"เครื่องเย็บกระดาษ","เครื่องเย็บกระดาษ"
"ปากกาเน้นข้อความ","ปากกาเน้นข้อความ"
"ของเหลวแก้คําผิด","ของเหลวแก้คําผิด"
"ห้องน้ํา","ห้องน้ํา"
"สบู่","สบู่"
"กระดาษชําระ","กระดาษชําระ"
"ยาสีฟัน","ยาสีฟัน"
"แปรงสีฟัน","แปรงสีฟัน"
"แชมพู","แชมพู"
"ครีมนวดผม","ครีมนวดผม"
"อ่างน้ํา","อ่างน้ํา"
"ก๊อกน้ํา","ก๊อกน้ํา"
"ผ้าเช็ดตัว","ผ้าเช็ดตัว"
"ฝักบัวอาบน้ำ","ฝักบัวอาบน้ำ"
"สูง","สูง"
"เตี้ย","เตี้ย"
"อ้วน","อ้วน"
"ผอม","ผอม"
"หนุ่มสาว","หนุ่มสาว"
"แก่ชรา","แก่ชรา"
"ดี","ดี"
"แย่/เลว","แย่/เลว"
"มีความสุข","มีความสุข"
"เศร้า","เศร้า"
"โกรธ","โกรธ"
"สงบ","สงบ"
"ตื่นเต้น","ตื่นเต้น"
"เบื่อ","เบื่อ"
"หิว","หิว"
"อิ่ม","อิ่ม"
"เงียบ","เงียบ"
"เสียงดัง","เสียงดัง"
"สุขภาพดี","สุขภาพดี"
"ป่วย","ป่วย"
"ตัวฉัน","ตัวฉัน"
"พ่อ","พ่อ"
"แม่","แม่"
"ย่า หรือ ยาย","ย่า หรือ ยาย"
" ปู่ หรือ ตา"," ปู่ หรือ ตา"
"พี่ชาย หรือ น้องชาย","พี่ชาย หรือ น้องชาย"
"พี่สาว หรือ น้องสาว","พี่สาว หรือ น้องสาว"
"ลุง หรือ น้าชาย","ลุง หรือ น้าชาย"
"ป้า หรือ น้าสาว","ป้า หรือ น้าสาว"
"คุกกี้","คุกกี้"
"สลัดผลไม้","สลัดผลไม้"
"ไอศครีม","ไอศครีม"
"พุดดิ้ง","พุดดิ้ง"
"ช็อกโกแลตบาร์","ช็อกโกแลตบาร์"
"เค้ก","เค้ก"
"โดนัท","โดนัท"
"พาย","พาย"
"เยลลี่","เยลลี่"
"ไป","ไป"
"เดิน","เดิน"
"วิ่ง","วิ่ง"
"กระโดด","กระโดด"
"หยุด","หยุด"
"ยืน","ยืน"
"นั่ง","นั่ง"
"ปิด","ปิด"
"เปิด","เปิด"
"เข้า","เข้า"
"ออก","ออก"
"ให้","ให้"
"รับ","รับ"
"ผลัก","ผลัก"
"ดึง","ดึง"
"จับ/คว้า","จับ/คว้า"
"โยน","โยน"
"ถือค้างไว้","ถือค้างไว้"
"โซฟา","โซฟา"
"โต๊ะ","โต๊ะ"
"โทรทัศน์","โทรทัศน์"
"กรอบภาพ","กรอบภาพ"
"พรม","พรม"
"แจกัน","แจกัน"
"วิทยุ","วิทยุ"
"ตู้ปลา","ตู้ปลา"
"โรงเรียน","โรงเรียน"
"โรงพยาบาล","โรงพยาบาล"
"ธนาคาร","ธนาคาร"
"ตลาด","ตลาด"
"สถานีตํารวจ","สถานีตํารวจ"
"สถานีรถไฟ","สถานีรถไฟ"
"สถานีดับเพลิง","สถานีดับเพลิง"
"ที่ทำการไปรษณีย์","ที่ทำการไปรษณีย์"
"สนามบิน","สนามบิน"
"ท่าเรือ","ท่าเรือ"
"พิพิธภัณฑ์","พิพิธภัณฑ์"
"เอทีเอ็ม","เอทีเอ็ม"
"ใหญ่","ใหญ่"
"เล็ก","เล็ก"
"ใหญ่มาก","ใหญ่มาก"
"เล็ก","เล็ก"
"หนา","หนา"
"บาง","บาง"
"หนัก","หนัก"
"เบา","เบา"
"ราคาถูก","ราคาถูก"
"ราคาแพง","ราคาแพง"
"น้อย","น้อย"
"มาก","มาก"
"เต็ม","เต็ม"
"ว่าง","ว่าง"
"สะอาด","สะอาด"
"สกปรก","สกปรก"
"เงียบ","เงียบ"
"เสียงดัง","เสียงดัง"
"เปียก","เปียก"
"แห้ง","แห้ง"
"ร้อน","ร้อน"
"เย็น","เย็น"
"เลือดออก","เลือดออก"
"ไอ","ไอ"
"ปวดท้อง","ปวดท้อง"
"จาม","จาม"
"ไข้","ไข้"
"ความเจ็บปวด","ความเจ็บปวด"
"อ้วก","อ้วก"
"น้ํามูกไหล","น้ํามูกไหล"
"ปวดหลัง","ปวดหลัง"
"ปวดหัว","ปวดหัว"
"เจ็บคอ","เจ็บคอ"
"เจ็บ","เจ็บ"
"ซอสพริก","ซอสพริก"
"พริกไทย","พริกไทย"
"ผ้าเช็ดปาก","ผ้าเช็ดปาก"
"ไม้จิ้มฟัน","ไม้จิ้มฟัน"
"ตะเกียบ","ตะเกียบ"
"ซอสมะเขือเทศ","ซอสมะเขือเทศ"
"น้ำปลา","น้ำปลา"
"เกลือ","เกลือ"
"เมนู","เมนู"
"รถไฟใต้ดิน","รถไฟใต้ดิน"
"เฮลิคอปเตอร์","เฮลิคอปเตอร์"
"รถตู้","รถตู้"
"มอเตอร์ไซค์","มอเตอร์ไซค์"
"รถบรรทุก","รถบรรทุก"
"เรือ","เรือ"
"สามล้อ","สามล้อ"
"จักรยาน","จักรยาน"
"ยานอวกาศ","ยานอวกาศ"
"รถเมล์","รถเมล์"
"เครื่องบิน","เครื่องบิน"
"รถยนต์","รถยนต์"
"บอลลูน","บอลลูน"
"รถกระบะ","รถกระบะ"
"เรือดำน้ำ","เรือดำน้ำ"
"รถไฟ","รถไฟ"
"เรือ","เรือ"
"รถแท็กซี่","รถแท็กซี่"
"รถไฟฟ้า","รถไฟฟ้า"
"รถโรงเรียน","รถโรงเรียน"
"เรือใบ","เรือใบ"
"ไข่เจียว","ไข่เจียว"
"พิซซ่า","พิซซ่า"
"แฮมเบอร์เกอร์","แฮมเบอร์เกอร์"
"ฮ็อทดอก","ฮ็อทดอก"
"เทมปุระ","เทมปุระ"
"มักกะโรนี","มักกะโรนี"
"ข้าวผัด","ข้าวผัด"
"ก๋วยเตี๋ยว","ก๋วยเตี๋ยว"
"สปาเก็ตตี้","สปาเก็ตตี้"
"ซูชิ","ซูชิ"
"ซาลาเปา","ซาลาเปา"
"วันอาทิตย์","วันอาทิตย์"
"วันจันทร์","วันจันทร์"
"วันอังคาร","วันอังคาร"
"วันพุธ","วันพุธ"
"วันพฤหัสบดี","วันพฤหัสบดี"
"วันศุกร์","วันศุกร์"
"วันเสาร์","วันเสาร์"
"หมา","หมา"
"แมว","แมว"
"ไก่","ไก่"
"เป็ด","เป็ด"
"นก","นก"
"หมู","หมู"
"กระต่าย","กระต่าย"
"หนู","หนู"
"วัว","วัว"
"ควาย","ควาย"
"ม้า","ม้า"
"แกะ","แกะ"
"แพะ","แพะ"
"ช้าง","ช้าง"
"ปลา","ปลา"
"ปู","ปู"
"กุ้ง","กุ้ง"
"ปลาดาว","ปลาดาว"
"ปลาทอง","ปลาทอง"
"ผีเสื้อ","ผีเสื้อ"
"แมลงปอ","แมลงปอ"
"ผึ้ง","ผึ้ง"
"ค้างคาว","ค้างคาว"
"นกแก้ว","นกแก้ว"
"นกยูง","นกยูง"
"หอย","หอย"
"นกอินทรี","นกอินทรี"
"นกฮูก","นกฮูก"
"อีแร้ง","อีแร้ง"
"นกกระจอกเทศ","นกกระจอกเทศ"
"ไก่งวง","ไก่งวง"
"แอปเปิ้ล","แอปเปิ้ล"
"ส้ม","ส้ม"
"มะม่วง","มะม่วง"
"มะพร้าว","มะพร้าว"
"สตรอเบอร์รี่","สตรอเบอร์รี่"
"กล้วย","กล้วย"
"องุ่น","องุ่น"
"มะขาม","มะขาม"
"มะนาว","มะนาว"
"ส้มโอ","ส้มโอ"
"มะละกอ","มะละกอ"
"เชอร์รี่","เชอร์รี่"
"ทุเรียน","ทุเรียน"
"ลําไย","ลําไย"
"มังคุด","มังคุด"
"สัปปะรด","สัปปะรด"
"ชมพู่","ชมพู่"
"อะโวคาโด","อะโวคาโด"
"แครอท","แครอท"
" มะเขือเทศ"," มะเขือเทศ"
"ฟักทอง","ฟักทอง"
"เห็ด","เห็ด"
"แตงกวา","แตงกวา"
"กระเทียม","กระเทียม"
"พริก","พริก"
"ข้าวโพด","ข้าวโพด"
"กะหล่ําปลี","กะหล่ําปลี"
"ขิง","ขิง"
"บรอคโคลี","บรอคโคลี"
"ชอบ","ชอบ"
"ไม่ชอบ","ไม่ชอบ"
"เกลียด","เกลียด"
"รัก","รัก"
"ยิ้ม","ยิ้ม"
"หัวเราะ","หัวเราะ"
"ร้องไห้","ร้องไห้"
"อ่าน","อ่าน"
"เขียน","เขียน"
"พูด","พูด"
"ฟังสิ","ฟังสิ"
"เรียน","เรียน"
"กิน","กิน"
"นอน","นอน"
"ตื่น","ตื่น"
"เล่น","เล่น"
"ร้องเพลง","ร้องเพลง"
"ระบายสี","ระบายสี"
"ว่ายน้ํา","ว่ายน้ํา"
"ทำอาหาร","ทำอาหาร"
"ล้าง","ล้าง"
"ทำความสะอาด","ทำความสะอาด"
"มกราคม","มกราคม"
"กุมภาพันธ์","กุมภาพันธ์"
"มีนาคม","มีนาคม"
"เมษายน","เมษายน"
"พฤษภาคม","พฤษภาคม"
"มิถุนายน","มิถุนายน"
"กรกฏาคม","กรกฏาคม"
"สิงหาคม","สิงหาคม"
"กันยายน","กันยายน"
"ตุลาคม","ตุลาคม"
"พฤศจิกายน","พฤศจิกายน"
"ธันวาคม","ธันวาคม"
"หัว","หัว"
"ผม","ผม"
"หน้า","หน้า"
"ตา","ตา"
"จมูก","จมูก"
"ปาก","ปาก"
"หู","หู"
"คอ","คอ"
"ไหล่","ไหล่"
"หน้าอก","หน้าอก"
"แขน","แขน"
"มือ","มือ"
"ท้อง","ท้อง"
"ขา","ขา"
"เท้า","เท้า"
"สีขาว","สีขาว"
"สีดํา","สีดํา"
"สีน้ําเงิน","สีน้ําเงิน"
"สีเขียว","สีเขียว"
"สีชมพู","สีชมพู"
"สีแดง","สีแดง"
"สีส้ม","สีส้ม"
"สีน้ําตาล","สีน้ําตาล"
"สีเหลือง","สีเหลือง"
"สีม่วง","สีม่วง"
"ดูหนัง","ดูหนัง"
"อ่านหนังสือ","อ่านหนังสือ"
"ทําสวน","ทําสวน"
"ท่องอินเทอร์เน็ต","ท่องอินเทอร์เน็ต"
"ฟังเพลง","ฟังเพลง"
"วาดภาพ","วาดภาพ"
"ทําอาหาร","ทําอาหาร"
"เล่นกีฬา","เล่นกีฬา"
"ดูทีวี","ดูทีวี"
"ถักไหมพรม","ถักไหมพรม"
"ร้องเพลง","ร้องเพลง"
"ถ่ายภาพ","ถ่ายภาพ"
"วาดภาพ","วาดภาพ"
"เล่นกับสัตว์เลี้ยง","เล่นกับสัตว์เลี้ยง"
